Row Labels,Top 100 Singles,Highest Position
Herb Lance & The Classics,1,50
Holly Knight,1,59
Jackie English,1,94
Jane Powell,1,15
Johnny Ferguson,1,27
Hollyridge Strings,1,93
Hi-C,1,63
JaneDear Girls,1,60
Jacky Noguez & His Musette Orchestra,1,24
Jane's Addiction,1,72
Group Home,1,0
Hollywood Argyles,1,1
Johnny Thunder & Ruby Winters,1,96
Janet & Nelly,1,25
Jimmy Cozier,1,26
Graduates,1,74
Goodtimers,1,60
Janey Street,1,68
Imani Coppota,1,36
Hollywood Stars,1,94
Impact,1,94
Hombres,1,12
IMx,1,23
Home Team,1,90
Jimmy Newman,1,23
Homer & Jethro,1,14
Jimmy Rodgers,1,43
Jann Arden,1,12
Harvey Scales & The 7 Sounds,1,79
Jarmels,1,12
Industry,1,81
Jaron & The Long Road to Love,1,34
Jinny,1,97
Jars of Clay,1,37
Jivin' Gene & The Jokers,1,69
Gunter Kallmann Chorus,1,63
Jo Dee Messina & Tim McGraw,1,36
Gus Jinkins & Orchestra,1,79
Haysi Fantayzee,1,74
Jason Aldean & Kelly Clarkson,1,31
Joan Regan,1,55
Good 2 Go,1,64
Jocelyn Brown,1,75
Honeycones,1,69
Insane Clown Posse,1,67
Guy Drake,1,63
Googie Rene Combo,1,77
Javier,1,95
Joe Chemay Band,1,68
Guy Marks,1,51
INXS & Jimmy Barnes,1,47
Gloria Walker & The Chevelles,1,98
Heather B.,1,89
Guys Next Door,1,42
Joe 'Fingers' Carr,1,19
Jay Black,1,98
Green Shoe Studio,1,42
Gwen Guthrie,1,42
Joe Jones,1,89
Gwen McCrae,1,9
Joe Perkins,1,76
Jaya,1,44
Joe Sherman, His Orchestra & Chorus,1
Good Question,1,86
Joe Stampley,1,37
Jayhawks,1,18
Joe Valino,1,12
Jaynetts,1,2
Joey B. Ellis & Tynetta Hare,1,66
G-Wiz,1,73
Joey Kid,1,70
Hot Boys,1,65
Ivy League,1,83
John Anderson,1,43
John Cafferty,1,76
Helen Shapiro,1,100
Hot Butter,1,9
John Denver & Olivia Newton-John,1,13
Helena Ferguson,1,90
John Fred & The Playboys,1,82
John Hunter,1,39
Gwyneth Paltrow,1,81
Hellogoodbye,1,14
Jazz Crusaders,1,90
John Lennon & The Plastic Ono Nuclear Band,1,1
Graham Parker,1,94
John Mayer Trio,1,92
Hot Sauce,1,96
Glories,1,74
Hot Stylz,1,47
Henry Mancini,1,1
Jean & The Darlings,1,96
John Roberts,1,71
Jean Beauvoir,1,73
Gogi Grant & Buddy Bregman,1,1
Gypsy,1,62
John Travolta, Olivia Newton-John & Cast,1
Jean Shepard,1,81
John Wesley Ryles, I,1
Jeanette 'Baby' Washington,1,60
Johnnie Morisette,1,63
Hotlegs,1,22
Gregg Allman,1,19
Jeanne Pruett,1,28
Johnny Beecher & His Buckingham Road Quintet,1,65
Hot-Toddys,1,57
Goddess,1,74
Jeannie Ortega,1,93
Johnny Caswell,1,97
Jeannie Seely,1,85
Johnny Dee,1,38
Jeff Bates,1,59
Heyettes,1,91
Jeff Beck,1,48
Johnny Janis,1,63
Jeff Carson,1,0
Johnny Maddox,1,87
Jeff Foxworthy,1,75
Johnny Mann Singers,1,91
Jeff Foxworthy & Alan Jackson,1,66
Johnny O.,1,87
Gyptian,1,77
High Keyes,1,47
Jeff Lorber,1,27
Johnny Rivers & The Guru Ram Das Ashram Singers,1,65
Jeff Lynne,1,85
Johnny T. Angel,1,94
Gyrl,1,91
Gone All Stars,1,30
Houston,1,11
Illegal,1,95
H. B. Barnum,1,35
Jimmy Cross,1,92
Graham Parker & The Rumour,1,58
Jimmy Davis & Junction,1,67
Hadouken,1,69
Jimmy Delphs,1,96
Hagar, Schon, Aaronson
Jimmy Durante,1,51
Jellyfish,1,62
Jimmy Edwards,1,78
Jennell Hawkins,1,50
Gravediggaz,1,82
Jennifer Hanson,1,76
Jimmy Heap & The Melody Makers,1,93
Howie Day,1,20
Gravity Kills,1,86
Hoyt Axton,1,54
In Crowd,1,92
Jennifer Hudson & Ne-Yo,1,90
Harvey & The Moonglows,1,22
Hagood Hardy,1,41
Jimmy Norman,1,47
Jennifer Love Hewitt,1,59
Indecent Obsession,1,31
Jennifer Paige,1,3
Jimmy Roselli,1,93
Jennifer Rush,1,57
Jimmy Ryser,1,78
Jennifer Rush & Elton John,1,36
Jimmy Smith & The Big Band,1,21
Haircut One Hundred,1,37
Havana Brown,1,26
Jennifer Warnes & Chris Thompson,1,85
Hawks,1,63
Jenny Burton,1,81
Jimmy Witter,1,89
Jenny Burton & Patrick Jude,1,54
Jive Bombers,1,36
Halos,1,25
Inez Foxx Accompaniment by Charlie Foxx,1,7
Huelyn Duvall,1,88
Hawkshaw Hawkins,1,87
Jeri Southern,1,89
Hayley Mills & Hayley Mills,1,8
Hamilton Bohannon,1,98
Jo Jo Gunne,1,27
Jermaine Dupri & Ludacris,1,35
Joan Armatrading,1,78
Huey,1,6
Joan Jett,1,36
Jermaine Jackson & Pia Zadora,1,54
Joan Osborne,1,0
Jermaine Paul,1,83
Innerlude,1,95
Hamilton Camp,1,76
JoBoxers,1,36
Graham Parker & The Shot,1,39
Headboys,1,67
Huey Smith,1,51
Grayson Hugh & Betty Wright,1,67
Jerry Butler & Brenda Lee Eager,1,21
Instant Funk,1,20
Jerry Butler & The Impressions,1,11
Heart & Soul Orchestra,1,46
Jerry Byrd,1,74
Joe 'Bean' Esposito,1,86
Jerry Byrd & His Steel Guitar,1,97
Invisible Man's Band,1,45
Hugh Laurie,1,58
Hearts,1,94
Jerry Garcia,1,94
Joe Cocker & Leon Russell,1,7
Jerry Jaye,1,29
Heartsfield,1,95
Grand Canyon,1,72
Joe Darensbourg & His Dixie Flyers,1,43
Jerry Keller,1,14
Joe Dolce,1,53
Jerry Landis,1,97
Joe Fagin,1,80
Hughes & Thrall,1,79
Green Jelly,1,17
Goodees,1,46
Irv Gotti Presents The Inc.,1,6
Hank Jacobs,1,91
Joe Jackson & Elaine Caswell,1,57
Jerry Murad's Harmonicats,1,56
Isaac Hayes & David Porter,1,86
Jerry Naylor,1,69
Joe Jones & His Orchestra,1,3
Hugo Winterhalter,1,2
Islanders,1,15
Hank Levine & Orchestra,1,98
Isle of Man,1,90
Jerry Smith & His Pianos,1,71
Joe Reisman Orchestra & Chorus,1,74
Goodfellaz,1,64
Greenwood County Singers,1,75
Godspell,1,13
Hedgehoppers Anonymous,1,48
Jerryo,1,51
Joe Sun,1,71
Jeru The Damaja,1,88
Ivan,1,68
Jesse Anderson,1,95
Heidi Newfield,1,58
Hank Thompson,1,99
Joel Diamond,1,82
Jesse James,1,92
Iveys,1,67
Jesse Jaymes,1,74
Ivo Robic & The Song-Masters,1,13
Grandmaster Flash & the Furious Five,2,62
Ivory,1,88
Hannah Jones,1,65
Joey Powers,1,10
Jesse Lee Turner,1,20
Joey Travolta,1,43
Grandmaster Melle Mel & The Furious Five,1,86
John & Ernest,1,31
Grandmaster Slice,1,85
John Baldry,1,73
Hustle Gang,1,88
John Belushi,1,89
Hutch Davie & His Honky Tonkers,1,51
Ivy Three,1,8
Jessica Andrews,1,28
J. Blackfoot,1,90
I to I,1,81
John Davis & The Monster Orchestra,1,89
Jessica Simpson & Nick Lachey,1,62
J. Dash,1,51
I.A.P. Co.,1,97
John Denver & Sylvie Vartan,1,85
Ian Gomm,1,18
John Farnham,1,82
Jessie James,1,40
John Forte,1,59
Ian Hunter,1,68
John Fred & His Playboys,1,57
Jesus & Mary Chain,1,96
John Gary,1,89
Ian Lloyd,1,50
John Handy,1,46
Ian Lloyd & Stories,1,88
John Kay,1,52
Grapefruit,1,98
John Lee Hooker,1,60
Ian Thomas,1,34
J.D. Drews,1,79
Ian Van Dahl,1,91
Helmut Zacharias & His Magic Violins,1,12
Ian Whitcomb,1,59
John LiVigni,1,83
Jewell,1,0
Heltah Skeltah,1,80
Jewels,1,64
Henri Rene & His Orchestra & Chorus,1,44
Happy Mondays,1,57
Greg Bates,1,66
Harden Trio,1,44
John Newman,1,59
Hardtimes,1,97
John Ono Lennon,1,3
Harlow Wilcox & The Oakies,1,30
Jack Eubanks & The Sound of the South,1,83
Icicle Works,1,37
John Rich,1,75
Jill Sobule,1,0
John Rowles,1,64
Jim & Jean,1,94
Jack Halloran Singers,1,96
Jim & Monica,1,96
John Taylor,1,23
Jim Backus & Friend,1,40
John Travolta & Olivia Newton-John,1,1
Jim Campbell,1,93
John Valenti,1,37
Icona Pop,1,7
Gordon Sinclair,1,24
Iconz,1,93
Jack LaForge, His Piano & Orchestra,1
Jim Ed Brown,1,47
Henry Paul Band,1,50
Harold Betters,1,74
Henson Cargill,1,25
Jim Henson as Ernie,1,16
Johnny & The Expressions,1,79
Jim Henson as Kermit,1,25
Johnny Ace,1,17
Jim Hurt,1,90
Johnny Average Band,1,53
Jim Jones,1,5
Jack White & Alicia Keys,1,81
Jim Jones & Ron Browz,1,22
Gregg Allman Band,1,49
Jim Kirk & The TM Singers,1,71
Johnny Cash & June Carter,1,36
Harold Dorman,1,21
Jackie Gleason & His Orchestra,1,50
Jim Photoglo,1,25
Herman Brood,1,35
Harold Faltermeyer,1,3
Johnny Dankworth & His Orchestra,1,61
Idina Menzel,1,27
Grey & Hanks,1,83
Jim Steinman,1,32
Johnny Gibson,1,76
Idris Muhammad,1,76
Heywoods,1,64
Iggy Pop,1,28
Hi Tek 3,1,69
II D Extreme,1,48
Jacks,1,82
Jimmie Beaumont,1,100
Johnny Lytle,1,80
Jimmie Dee & The Offbeats,1,47
Hi-Fi Four,1,93
Jimmie McCracklin & His Band,1,7
Johnny Maestro & The Coeds,1,57
iio,1,46
Jacksons & Mick Jagger,1,3
Goodies,1,79
Gorky Park,1,81
Jimmy Beaumont & The Skyliners,1,100
Jacquie Lee,1,87
Jimmy Beck & His Orchestra,1,82
Johnny Paycheck,1,91
Jimmy 'Bo' Horne,1,38
Johnny Restivo,1,80
Goodmen,1,71
Johnny Rivers & Friends,1,94
Harptones,1,96
Jade Anderson,1,96
Jimmy Castor,1,31
Johnny Sea,1,35
Harriet,1,39
High School Musical 3 Cast,1,68
Jimmy Charles,1,47
Jagged Edge & Nelly,1,3
Jimmy Charles & The Revelletts,1,5
ILL Al Skratch,1,62
Gloria Walker,1,60
James Ingram & Michael McDonald,1,19
Easy Riders,1,96
George Fischoff,1,93
Garrett Hedlund & Leighton Meester,1,79
Ex-Girlfriend,1,78
El Dorados,1,17
Doris Duke,1,50
Funky Green Dogs,1,80
Doris Troy,1,10
Geils,1,83
Diving for Pearls,1,84
Gestures,1,44
Elvis Crespo,1,84
Donna Lewis & Richard Marx,1,45
Don Nix,1,94
Ersel Hickey,1,75
F. R. David,1,62
Galens,1,70
Elvis Presley vs JXL,1,50
Don Ho & The Aliis,1,57
Dorothy Norwood,1,88
Donny Gerrard,1,87
Dorrough,1,27
George Thorogood & The Destroyers,1,63
Gloria Taylor,1,49
Gina Thompson,1,41
Fabulous Five,1,75
Don Felder,1,43
Fabulous Poodles,1,81
East L.A. Car Pool,1,72
Fabulous Rhinestones,1,78
Donna Lynn,1,83
Diggy,1,80
Fun & Games,1,78
Face to Face,1,38
G.L. Crockett,1,67
Emblem3,1,93
Eddie Barclay,1,18
Facts of Life,1,31
Gary Burbank,1,67
Fairground Attraction,1,80
Gary's Gang,1,41
Emeli Sande,1,25
Gene Chandler & Barbara Acklin,1,57
Don Goodwin,1,86
Eddy Howard & His Orchestra,1,90
Dottie West & Kenny Rogers,1,14
George Martin & His Orchestra,1,53
Faith Hill & Tim McGraw,1,54
Edwin Hawkins Singers,1,4
Double,1,16
Gidea Park,1,82
Double Exposure,1,54
Ginuwine R.L., Tyrese & Case,1
Faithless,1,62
Glen Campbell & Anne Murray,1,81
Don Omar & Lucenzo,1,82
Dionne Warwick & Johnny Mathis,1,38
Ella Johnson,1,78
Fred Parris & The Five Satins,1,71
Double Image,1,92
Dick Roman,1,64
Family,1,63
Elmo & Almo,1,98
Emilia,1,92
Ernie Maresca,1,6
Doucette,1,72
Frozen Ghost,1,69
Doug Franklin & The Bluenotes,1,73
Funkdoobiest,1,89
Doug Stone,1,81
Fu-Schnickens & Shaquille O'Neal,1,39
Dove Shack,1,0
Elton Anderson,1,88
Fantastics,1,86
Eddie Albert & Sondra Lee,1,56
Fantasy,1,77
Garland Green,1,20
Far Corporation,1,89
Gary & Dave,1,92
Dixie Drifter,1,99
Gary Moore,1,97
Faragher Bros,1,50
Donnie Owens,1,25
Farm,1,41
Eddie Lovette,1,95
Down AKA Kilo,1,34
Eugene Church,1,67
Fascinations,1,92
Eddie Rambeau,1,35
Fast Life Yungstaz,1,62
Eddy Arnold & Jaye P. Morgan,1,47
Emilio Pericoli,1,6
Edens Edge,1,83
Faster Pussycat,1,28
George Jones & Gene Pitney,1,99
Fat Boys,1,89
George Michael & Elton John,1,1
Fat Boys & Beach Boys,1,12
Georgie Fame,1,7
Fat Boys & Chubby Checker,1,16
Dick Haymes,1,80
Dr. Alban,1,88
Diesel,1,25
Don Ralke,1,69
Gillette,1,0
 Lloyd Banks & Cashis,1,15
Gino & Gina,1,20
Unknown,1,1
Doolittle Band,1,49
Favorite Angel,1,69
Dick Hyman Trio,1,78
Feargal Sharkey,1,74
Glencoves,1,38
Feather,1,79
Glenn Shorrock,1,69
Fefe Dobson,1,87
Doctor Dre & Ed Lover,1,85
Feist,1,8
Fred Knoblock,1,18
Felice Taylor,1,42
Fred Wesley & The JB's,1,22
Felicia Sanders,1,29
Freddie Hart,1,17
Felix Cavaliere,1,36
Erma Franklin,1,62
Felix Slatkin Orchestra & Chorus,1,70
Freddy Cannon & The Belmonts,1,81
Felony,1,42
Frederick Knight,1,27
Fendermen,1,5
Freedy Johnston,1,54
Emitt Rhodes,1,54
Frida,1,13
Fergie Q-Tip & GoonRock,1,77
Frogmen,1,44
Ferko String Band,1,14
Diplomats,1,89
DJ Company,1,53
Fun.,1,1
Fern Kinney,1,54
Funkmaster Flex Presents Kadejia,1,72
Don Ray,1,44
Furys,1,92
Ferras,1,62
Eddie & Betty,1,87
Don Robertson,1,6
Gabriel & The Angels,1,51
Festival,1,72
Ester Dean,1,38
Fever Tree,1,91
Gallahads,1,62
Few Good Men,1,76
Eternal,1,19
Fidelity's,1,60
Gardner Cole,1,91
Emperor's,1,55
Eddie Cooley & The Dimples,1,20
Dionne Warwick & Kashif,1,62
Garry Mills,1,26
Dr. West's Medicine Show & Junk Band,1,52
Eddie Fontaine,1,64
Fifth Estate,1,11
Eternity's Children,1,69
Fifth Harmony,1,76
Gary O',1,70
Figures on a Beach,1,67
Dolly Parton & Friends,1,50
Drafi,1,80
Dolphins,1,69
FiNATTiCZ,1,35
Eddie Lawrence,1,34
Dragon,1,88
Dick Flood,1,23
Ella Washington,1,77
Gene & Eunice,1,48
Fiona,1,64
Gene Autry,1,70
Fiona & Kip Winger,1,52
Gene Cotton & Kim Carnes,1,36
Fiona Apple,1,21
Gene Redding,1,24
Fire & Rain,1,100
General Larry Platt,1,46
Fire Inc.,1,80
Don Brown,1,74
Dragonforce,1,86
Geoffrey Williams,1,70
DJ Drama, 2 Chainz, Meek Mill
Eurythmics & Aretha Franklin,1,18
Don Shirley,1,100
Don Charles & The Singing Dogs,1,22
Firefly,1,67
George LaMond & Brenda K. Starr,1,49
Drama,1,73
George McCurn,1,55
DJ Felli Fel,1,41
George Perkins & The Silver Stars,1,61
Engelbert,1,83
Edsels,1,21
Don Shirley Trio,1,40
Edward Maya & Vika Jigulina,1,16
Don Williams,1,24
Gerald Levert & Eddie Levert, Sr.,1
Dilated Peoples,1,78
Gerry Granahan,1,23
England Dan Seals,1,57
Eight Seconds,1,72
Five Blobs,1,33
Evelyn Thomas,1,85
Five By Five,1,52
Gigi D'Agostino,1,78
Five Du-Tones,1,51
Everlast,1,13
Five Emprees,1,74
Ginny Arnell,1,50
Five Finger Death Punch,1,77
Dionne & Friends,1,1
English Congregation,1,29
Every Father's Teenage Son,1,93
Drew-Vels,1,90
Gladiolas,1,41
Dillards,1,92
Everything Is Everything,1,69
Driicky Graham,1,73
Glen Burtnick,1,65
Don, Dick N' Jimmy,1
Glen Campbell & Rita Coolidge,1,42
Five Special,1,55
Glenn Jones,1,66
DJ Kool,1,30
Glenn Medeiros & Ray Parker Jr.,1,32
Drupi,1,88
Excels,1,100
Duals,1,25
Fratellis,1,73
Flame,1,95
Eric Troyer,1,92
DJ Laz,1,56
Erin Cruise,1,90
The Flaming Lips,1,55
Fred Knoblock & Susan Anton,1,28
DJ Miko,1,58
Fred Schneider,1,85
Flares,1,25
East Coast Family,1,81
Flash,1,29
Easterhouse,1,82
Flash & The Pan,1,76
Freddie Hughes,1,94
Dillman Band,1,45
Freddie McCoy,1,92
Ellen Foley,1,92
Freddie North,1,39
Flavor,1,95
Easy Street,1,81
Flavor Unit MCs,1,86
Ernestine Anderson,1,98
Donald & The Delighters,1,64
Freddy Robinson,1,56
DJ Sammy & Yanou,1,8
Ernie Fields & Orchestra,1,54
Flex,1,86
Freedom Williams,1,74
Flip Cartridge,1,91
Donna McDaniel,1,90
Flirtations,1,34
Frente,1,49
Duck Sauce,1,89
Errol Sober,1,65
Floaters,1,2
Dogg Pound,1,45
Flobots,1,37
Eruption,1,18
Duffy,1,27
Fruit De La Passion,1,81
Floetry,1,24
Elmo & Patsy,1,87
Duice,1,12
Ed Byrnes & Friend,1,42
Florian Zabach,1,50
Dionne Warwick & Jeffrey Osborne,1,12
Enrique Iglesias & Usher,1,18
Funkmaster Flex,1,91
Florraine Darlin,1,62
Funky Communication Committee,1,47
Duke & The Drivers,1,95
Funky Kings,1,61
Floyd Robinson,1,20
Fu-Schnickens,1,67
Flying Lizards,1,50
Don French,1,72
Entouch,1,71
G Unit,1,95
Flyleaf,1,40
Gabriel,1,73
Don Harrison Band,1,47
Gabriel Kaplan,1,91
Duke Baxter,1,52
Gadabouts,1,39
Folk Implosion,1,0
Eddie & Dutch,1,52
Enur,1,46
Esther & Abi Ofarim,1,68
Donald Byrd,1,88
Eddie & The Tide,1,85
EOL,1,79
Dirty Heads,1,93
Duncan Sheik,1,16
Gants,1,46
Ephraim Lewis,1,72
Eddie Bo,1,73
Fools Gold,1,76
Eternals,1,78
Epic Splendor,1,87
Garland Jeffreys,1,66
Ellie Greenwich,1,83
Dolla,1,82
Dunn & McCashen,1,91
Garry Miles,1,16
Forest for the Trees,1,72
Dollar,1,74
Formations,1,83
Gary & The Hornets,1,96
Equals,1,32
Gary Barlow,1,44
Fortune,1,80
Gary Cane & His Friends,1,99
DJ Taz,1,51
Dick Feller,1,85
Forum,1,45
Gary Numan,1,9
Dionne Warwick & Luther Vandross,1,27
Gary Portnoy,1,83
Eria Fachin,1,50
Eddie Heywood,1,11
Eric B. & Rakim,1,96
Gary Tanner,1,69
Electronic,1,38
Dolly Parton & Kenny Rogers,1,91
Elegants,1,1
Dionne Farris,1,0
Elephant's Memory,1,50
Gavin Christopher,1,22
Dustin Lynch,1,40
Gavin Rossdale,1,27
Four Dates,1,87
Gaylord & Holiday,1,72
DNA,1,5
Dirty Vegas,1,14
Dwele,1,93
Euclid Beach Band,1,81
Dionne Warwick & The Spinners,1,1
Gene & Jerry,1,94
Four Knights,1,83
Gene Austin,1,75
Ellison Chase,1,92
Eugene Church & The Fellows,1,36
Four Lovers,1,62
Eddie Rabbitt & Crystal Gale,1,7
Donna Allen,1,21
Elton John & LeAnn Rimes,1,29
Dionne Warwick & TheHipHopNationUnited,1,87
Eurogliders,1,65
Dick Lee,1,94
Gene Simmons,1,47
Four Sonics,1,89
Eddie Vedder,1,92
Four Sportsmen,1,76
Dis N' Dat,1,0
Dynamic Superiors,1,68
Genies,1,71
Elmer Bernstein & Orchestra,1,16
Gentle Persuasion,1,82
Four-Evers,1,75
Genya Ravan,1,92
Fox,1,53
Eden's Crush,1,8
Eric Heatherly,1,50
George Burns,1,49
Eric Hine,1,73
Evan & Jaron,1,15
Fragma,1,99
Edgar Winter,1,33
Framing Hanley,1,82
Donny Hathaway & June Conquest,1,94
France Joli,1,15
Edie Brickell,1,60
Francesca Battistelli,1,95
Donny Most,1,97
Francis Lai & His Orchestra,1,31
Eve & Nokio,1,29
Franck Pourcel's French Fiddles,1,9
Edith Piaf,1,88
Frank Barber Orchestra,1,61
George Michael & Queen,1,30
Frank Chacksfield & His Orchestra,1,47
Elton John & Rupaul,1,92
Frank De Vol & His Rainbow Strings,1,77
George Torrence & The Naturals,1,91
Frank Gallop,1,34
Dickie Goodman & Dr. I.M. Ill,1,44
Frank Gallup,1,57
Edward Byrnes & Connie Stevens,1,4
Dyna-Sores,1,59
Georgie Young & The Rockin' Bocs,1,58
Dynasty,1,87
Don Cherry & Ray Conniff,1,4
Frank Lucas,1,92
Gerard McMahon,1,85
Dynatones,1,53
Edwyn Collins,1,0
Eric Martin,1,87
Eiffel 65,1,6
Frank Pizani,1,70
Get Wet,1,39
D'Zyre,1,77
Ghost Town DJ's,1,31
Frank Sinatra & Keely Smith,1,22
Dishwalla,1,15
Frank Sinatra & Sammy Davis Jr.,1,64
Gibson Brothers,1,81
Frank Slay & His Orchestra,1,45
Giggles,1,47
E. C. Beatty,1,50
Elton John Band,1,1
E.G. Daily,1,70
Dick Hyman & His Electric Eclectics,1,38
E.U.,1,35
Gina Go-Go,1,78
Frankee,1,63
Ginger Baker's Air Force,1,85
Doc Bagby,1,69
Ginny Gibson,1,68
Frankie Ballard,1,73
Gino Soccio,1,48
Frankie Calen,1,78
Dooley Silverspoon,1,80
Eagle-Eye Cherry,1,5
Giorgio,1,46
Doc Box & B. Fresh,1,51
Girlfriends,1,49
Frankie J,1,19
Everything,1,69
Eamon,1,16
Gladstone,1,45
Frankie Karl & The Dreams,1,93
Elusion,1,75
Doctor & The Medics,1,69
Glass Moon,1,50
Frankie Laine & The Easy Riders,1,10
Electric Boys,1,76
Frankie Lymon,1,58
Electric Express,1,81
Earl-Jean,1,38
Glen Campbell & Bobbie Gentry,1,36
Earls,1,24
Glen Hansard & Marketa Irglova,1,61
Frankie Smith,1,30
Excellents,1,51
Earnest Jackson,1,58
Glenn Lewis,1,30
Frankie Valli & The Four Seasons,1,94
Glenn Medeiros & Bobby Brown,1,1
Frankie Valli Introducing Chris Forde,1,90
Glenn Medeiros & The Stylistics,1,78
Frankie Vaughan,1,22
Glenn Sutton,1,46
Frannie Golde,1,76
Glitter Band,1,91
Earth Opera,1,97
Eric Paslay,1,62
Gloria Loring & Carl Anderson,1,2
Dina Carroll,1,95
Fountains of Wayne,1,21
Fabu,1,0
Dick Contino,1,42
Fabulous Counts,1,88
Brian Poole & The Tremeloes,1,97
C Company,1,37
Busters,1,25
Buchanan & Ancell,1,85
Camouflage,1,59
Charles Wolcott,1,41
Candy & The Kisses,1,51
Clark Family Experience,1,80
Britt Nicole,1,83
Broadway,1,86
Del Fuegos,1,87
Classic Example,1,68
Diana Ross & Michael Jackson,1,41
Classics,1,20
Danny Wilson,1,23
Canyon,1,98
Busta Rhymes & Mariah Carey,1,3
Claude Gray,1,84
Chris Walker,1,29
Brian Auger & The Trinity,1,100
Christine Quaite,1,85
Claudine Clark,1,5
C.O.D.'s,1,41
Capital Cities,1,8
Cast of Hairspray,1,88
Charlie Blackwell,1,55
Bubber Johnson,1,92
Charlie Byrd,1,66
Dan Seals,1,42
Clay Davidson,1,49
Danny Gokey,1,82
Celebration,1,28
Brian Protheroe,1,60
Clean Living,1,49
Chris Crosby,1,53
Charlie Dore,1,13
David A. Stewart & Candy Dulfer,1,11
Clefs of Lavender Hill,1,80
Changin' Times,1,87
Candi,1,68
David Lasley,1,36
Charlie Drake,1,21
Byron MacGregor,1,4
Cleveland Crochet & Band,1,80
Dean Friedman,1,26
Click,1,0
Chantay's,1,4
Celi Bee & The Buzzy Bunch,1,41
Caboose,1,79
Cliff DeYoung,1,17
Delegation,1,45
Charlie Kulis,1,46
Cee-Lo,1,98
Charlie McCoy,1,99
Deryl Dodd,1,88
Cliff Richard & The Drifters,1,30
Diamond Reo,1,44
Cliff Richard & The Shadows,1,99
Brett Eldredge,1,30
Cliffie Stone,1,14
Dancer, Prancer & Nervous,1
Clifford Curry,1,95
Cartouche,1,66
Brown Boy,1,99
Danny Peppermint & The Jumping Jacks,1,54
Bros,1,83
Danyel Gerard,1,78
Climie Fisher,1,23
Champagne,1,83
Clint Black,1,76
Cazz,1,70
Clint Black & Lisa Hartman Black,1,31
Britny Fox,1,100
Clint Black & Steve Wariner,1,44
David & Ansil Collins,1,22
Clint Black & Wynonna Judd,1,43
David Bellamy,1,77
Clint Holmes,1,2
David Crosby,1,95
Clint Miller,1,79
Chris Thompson & Night,1,17
Charlie Russo,1,92
David Houston & Tammy Wynette,1,89
Celine Dion & Clive Griffin,1,23
David Naughton,1,5
Cliques,1,45
David Whitfield,1,62
Clive Griffin,1,96
Dayton,1,58
Charlie Sexton,1,17
deadmau5,1,100
Clocks,1,67
Dean Reed,1,96
Clout,1,67
Candymen,1,81
Celine Dion & Josh Groban,1,70
C.C. & Company,1,91
Club 69,1,95
Chubb Rock,1,95
Club House,1,75
Deja,1,54
Charlie Worsham,1,94
Delacardos,1,78
Charm,1,91
Della Humphrey,1,79
Charm Farm,1,89
Demis Roussos,1,47
Charmettes,1,100
Dennis Edwards,1,72
Buck Owens & The Buckeroos,1,100
Chucklebutt,1,87
Charms,1,26
Church,1,24
Cochise,1,96
Devone,1,70
Cock Robin,1,35
Cat Mother & The All Night News Boys,1,21
Cody Jameson,1,74
Diana Williams,1,66
Coko,1,70
Dan Peek,1,78
Celine Dion & Peabo Bryson,1,9
Dana Rollin,1,71
Colby O'Donis,1,14
Danger Danger,1,49
Cold,1,87
Daniel Rodriguez,1,99
Cold Blood,1,52
Dann Rogers,1,41
Bucketheads,1,0
Danny Hutton,1,73
Cole Swindell,1,48
Danny White,1,100
Colin James Hay,1,99
Chris Bartley,1,32
Collage,1,56
Darden Smith,1,96
Collay & The Satellites,1,82
Darren Hayes,1,77
Buckeye,1,63
Darude,1,83
College Boyz,1,68
Daryl Hall John Oates,1,97
Carl Wilson,1,72
Casey James,1,88
Charts,1,88
Dave Dee, Dozy, Beaky
Colorhaus,1,50
Chris Daughtry,1,43
B-Rock & The Bizz,1,10
Dave Stewart & Barbara Gaskin,1,72
Commitments,1,67
David & Jimmy Ruffin,1,61
Buckner & Garcia,1,9
Champs' Boys Orchestra,1,98
Carlo Savina,1,66
Buster Poindexter & His Banshees of Blue,1,45
Chas. McDevitt Skiffle Group,1,40
Chris Medina,1,83
Company B,1,21
David Crosby & Phil Collins,1,44
Cellarful of Noise,1,69
David Foster & Olivia Newton-John,1,80
Concrete Blonde,1,19
David Gray,1,57
Conductor,1,63
Chrisette Michele,1,89
Buckwheat,1,84
David Kersh,1,67
Candice Glover,1,93
Cannonball Adderley Sextet,1,66
Conscious Daughters,1,42
David Rockingham Trio,1,62
Consumer Rapport,1,42
Christina Aguilera & Blake Shelton,1,71
Continental 4,1,84
Christina Aguilera, Lil' Kim, Mya & Pink
Continental Miniatures,1,90
Channel Live,1,0
Chase Rice,1,100
Chanson,1,21
Bud & Travis,1,64
Deadeye Dick,1,27
Conway Twitty & Loretta Lynn,1,56
Dean & Marc,1,42
Coo Coo Cal,1,81
Dean Martin & Sammy Davis Jr.,1,94
Cooker,1,88
Bryan Adams, Rod Stewart & Sting,1
Brown Sugar,1,79
Debbie Dean,1,92
Diane Kolby,1,67
Debbie Jacobs,1,70
Diane Maxwell,1,95
Christopher Wilde & Anna Margaret,1,81
Cellos,1,62
C.C.S.,1,58
Bud Shank,1,65
Dee Jay & The Runaways,1,45
Cooper Brothers,1,48
Deep Forest,1,78
Cooper Brothers Band,1,79
Cee Lo Green,1,2
Corbin Bleu,1,14
Chuck Alaimo Quartet,1,92
